Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
_2623_,1.1,2.640e-07,0.000e+00,1.739e-08,2.814e-07
_2447_,1.1,2.594e-07,0.000e+00,2.098e-08,2.804e-07
_2558_,1.1,2.621e-07,0.000e+00,1.739e-08,2.795e-07
_2087_,1.1,2.550e-07,0.000e+00,2.400e-08,2.790e-07
_2265_,1.1,2.526e-07,0.000e+00,2.546e-08,2.781e-07
_2255_,1.1,2.526e-07,0.000e+00,2.546e-08,2.781e-07
_2219_,1.1,2.526e-07,0.000e+00,2.546e-08,2.781e-07
_2538_,1.1,2.604e-07,0.000e+00,1.739e-08,2.778e-07
_2566_,1.1,2.604e-07,0.000e+00,1.739e-08,2.778e-07
_2563_,1.1,2.604e-07,0.000e+00,1.739e-08,2.778e-07
_2520_,1.1,2.604e-07,0.000e+00,1.739e-08,2.778e-07
_2554_,1.1,2.604e-07,0.000e+00,1.739e-08,2.778e-07
_2532_,1.1,2.604e-07,0.000e+00,1.739e-08,2.778e-07
_2544_,1.1,2.604e-07,0.000e+00,1.739e-08,2.778e-07
_2535_,1.1,2.604e-07,0.000e+00,1.739e-08,2.778e-07
_2498_,1.1,2.600e-07,0.000e+00,1.739e-08,2.774e-07
_2483_,1.1,2.600e-07,0.000e+00,1.739e-08,2.774e-07
_2486_,1.1,2.600e-07,0.000e+00,1.739e-08,2.774e-07
_2489_,1.1,2.600e-07,0.000e+00,1.739e-08,2.774e-07
_2492_,1.1,2.600e-07,0.000e+00,1.739e-08,2.774e-07
_2495_,1.1,2.600e-07,0.000e+00,1.739e-08,2.774e-07
_2510_,1.1,2.600e-07,0.000e+00,1.739e-08,2.774e-07
_2516_,1.1,2.600e-07,0.000e+00,1.739e-08,2.774e-07
_2507_,1.1,2.600e-07,0.000e+00,1.739e-08,2.774e-07
_2502_,1.1,2.600e-07,0.000e+00,1.739e-08,2.774e-07
_1996_,1.1,2.548e-07,0.000e+00,2.252e-08,2.774e-07
_2417_,1.1,2.634e-07,0.000e+00,1.389e-08,2.772e-07
_1973_,1.1,2.608e-07,0.000e+00,7.186e-09,2.680e-07
_2005_,1.1,2.599e-07,0.000e+00,7.186e-09,2.671e-07
_1909_,1.1,2.597e-07,0.000e+00,7.186e-09,2.669e-07
_2035_,1.1,2.570e-07,0.000e+00,7.186e-09,2.642e-07
_1948_,1.1,2.567e-07,0.000e+00,7.186e-09,2.639e-07
_1969_,1.1,2.562e-07,0.000e+00,7.186e-09,2.634e-07
_2057_,1.1,2.551e-07,0.000e+00,7.186e-09,2.622e-07
_1880_,1.1,2.532e-07,0.000e+00,7.186e-09,2.604e-07
_1905_,1.1,2.529e-07,0.000e+00,7.186e-09,2.601e-07
_2206_,1.1,2.309e-07,0.000e+00,2.915e-08,2.600e-07
_2321_,1.1,2.432e-07,0.000e+00,1.628e-08,2.595e-07
_2031_,1.1,2.520e-07,0.000e+00,7.186e-09,2.592e-07
_1925_,1.1,2.518e-07,0.000e+00,7.186e-09,2.590e-07
_1938_,1.1,2.507e-07,0.000e+00,7.186e-09,2.579e-07
_2000_,1.1,2.506e-07,0.000e+00,7.186e-09,2.577e-07
_1896_,1.1,2.499e-07,0.000e+00,7.186e-09,2.571e-07
_1934_,1.1,2.496e-07,0.000e+00,7.186e-09,2.568e-07
_2047_,1.1,2.484e-07,0.000e+00,7.186e-09,2.555e-07
_2411_,1.1,2.429e-07,0.000e+00,1.223e-08,2.551e-07
_2052_,1.1,2.451e-07,0.000e+00,7.186e-09,2.523e-07
_2060_,1.1,2.420e-07,0.000e+00,7.186e-09,2.492e-07
_1945_,1.1,2.387e-07,0.000e+00,7.210e-09,2.460e-07
_1917_,1.1,2.387e-07,0.000e+00,7.209e-09,2.459e-07
_2027_,1.1,2.377e-07,0.000e+00,7.211e-09,2.449e-07
_2157_,1.1,2.162e-07,0.000e+00,2.267e-08,2.388e-07
_2291_,1.1,2.213e-07,0.000e+00,1.626e-08,2.376e-07
_2071_,1.1,2.278e-07,0.000e+00,7.186e-09,2.350e-07
_1881_,1.1,2.036e-07,0.000e+00,2.871e-08,2.323e-07
_2420_,1.1,2.144e-07,0.000e+00,1.577e-08,2.302e-07
_2322_,1.1,2.072e-07,0.000e+00,1.717e-08,2.244e-07
_2139_,1.1,1.929e-07,0.000e+00,2.871e-08,2.216e-07
_1455_,1.1,1.170e-07,0.000e+00,1.027e-07,2.196e-07
_2466_,1.1,1.903e-07,0.000e+00,2.871e-08,2.190e-07
_1751_,1.1,1.994e-07,0.000e+00,1.435e-08,2.138e-07
_1785_,1.1,1.985e-07,0.000e+00,1.435e-08,2.128e-07
_1817_,1.1,1.985e-07,0.000e+00,1.435e-08,2.128e-07
_1790_,1.1,1.985e-07,0.000e+00,1.435e-08,2.128e-07
_2076_,1.1,1.985e-07,0.000e+00,1.435e-08,2.128e-07
_2425_,1.1,2.008e-07,0.000e+00,9.925e-09,2.107e-07
_2111_,1.1,1.601e-07,0.000e+00,4.198e-08,2.020e-07
_2312_,1.1,1.855e-07,0.000e+00,1.475e-08,2.002e-07
_2359_,1.1,1.811e-07,0.000e+00,1.486e-08,1.960e-07
_1900_,1.1,1.838e-07,0.000e+00,5.814e-09,1.897e-07
_1844_,1.1,1.645e-07,0.000e+00,2.382e-08,1.884e-07
_1807_,1.1,1.642e-07,0.000e+00,2.391e-08,1.881e-07
_2238_,1.1,1.633e-07,0.000e+00,1.466e-08,1.780e-07
_2227_,1.1,1.633e-07,0.000e+00,1.466e-08,1.780e-07
_2250_,1.1,1.633e-07,0.000e+00,1.466e-08,1.780e-07
_2278_,1.1,1.633e-07,0.000e+00,1.466e-08,1.780e-07
_2168_,1.1,1.582e-07,0.000e+00,1.740e-08,1.756e-07
_1456_,1.1,6.759e-08,0.000e+00,1.027e-07,1.703e-07
_2122_,1.1,1.455e-07,0.000e+00,1.708e-08,1.625e-07
_2102_,1.1,1.432e-07,0.000e+00,1.708e-08,1.603e-07
_2119_,1.1,1.424e-07,0.000e+00,1.708e-08,1.595e-07
_2123_,1.1,1.424e-07,0.000e+00,1.708e-08,1.594e-07
_2163_,1.1,1.443e-07,0.000e+00,1.495e-08,1.593e-07
_1890_,1.1,1.422e-07,0.000e+00,1.708e-08,1.593e-07
_2288_,1.1,1.431e-07,0.000e+00,1.495e-08,1.580e-07
_2222_,1.1,1.429e-07,0.000e+00,1.495e-08,1.579e-07
_2233_,1.1,1.429e-07,0.000e+00,1.495e-08,1.579e-07
_2246_,1.1,1.429e-07,0.000e+00,1.495e-08,1.579e-07
_2113_,1.1,1.402e-07,0.000e+00,1.708e-08,1.573e-07
_2094_,1.1,1.400e-07,0.000e+00,1.708e-08,1.570e-07
_2124_,1.1,1.398e-07,0.000e+00,1.708e-08,1.569e-07
_2108_,1.1,1.398e-07,0.000e+00,1.708e-08,1.569e-07
_2120_,1.1,1.397e-07,0.000e+00,1.708e-08,1.567e-07
_1912_,1.1,1.384e-07,0.000e+00,1.708e-08,1.554e-07
_2015_,1.1,1.380e-07,0.000e+00,1.707e-08,1.551e-07
_2115_,1.1,1.357e-07,0.000e+00,1.707e-08,1.527e-07
_1987_,1.1,1.317e-07,0.000e+00,1.702e-08,1.487e-07
_2213_,1.1,1.309e-07,0.000e+00,1.661e-08,1.475e-07
_2306_,1.1,1.279e-07,0.000e+00,1.661e-08,1.445e-07
_1457_,1.1,3.694e-08,0.000e+00,1.027e-07,1.396e-07
_2095_,1.1,1.165e-07,0.000e+00,2.186e-08,1.384e-07
_2348_,1.1,1.007e-07,0.000e+00,3.537e-08,1.360e-07
_2367_,1.1,1.007e-07,0.000e+00,3.537e-08,1.360e-07
_2333_,1.1,1.007e-07,0.000e+00,3.537e-08,1.360e-07
_2326_,1.1,1.007e-07,0.000e+00,3.537e-08,1.360e-07
_2455_,1.1,1.128e-07,0.000e+00,2.034e-08,1.332e-07
_2112_,1.1,1.075e-07,0.000e+00,2.541e-08,1.329e-07
_2082_,1.1,1.100e-07,0.000e+00,2.185e-08,1.318e-07
_2432_,1.1,1.142e-07,0.000e+00,1.193e-08,1.261e-07
_2172_,1.1,8.297e-08,0.000e+00,4.056e-08,1.235e-07
_2208_,1.1,8.739e-08,0.000e+00,3.595e-08,1.233e-07
_2263_,1.1,8.651e-08,0.000e+00,3.597e-08,1.225e-07
_2272_,1.1,8.651e-08,0.000e+00,3.597e-08,1.225e-07
